,highSES,lowSES
Baseline,0.206002331002331,0.2144522144522144
bartender,0.3712121212121212,0.398018648018648
cashier,0.3222610722610722,0.3438228438228438
chemical engineer,0.3817016317016317,0.3752913752913753
chemist,0.3598484848484848,0.3578088578088578
construction worker,0.3671328671328671,0.3828671328671328
dentist,0.3318764568764569,0.3324592074592075
farm worker,0.3881118881118881,0.4248251748251748
janitor,0.3213869463869463,0.3446969696969697
judge,0.3484848484848485,0.3446969696969697
lawyer,0.3615967365967366,0.3560606060606061
line cook,0.3406177156177156,0.37004662004662
optometrist,0.335955710955711,0.3344988344988345
parking attendant,0.3173076923076923,0.3339160839160839
pharmacist,0.3493589743589743,0.3438228438228438
physician,0.3755827505827506,0.3569347319347319
physics teacher,0.3569347319347319,0.3607226107226107
professor,0.4061771561771561,0.398018648018648
psychologist,0.3412004662004662,0.3336247086247086
receptionist,0.3004079254079254,0.3193473193473193
sales clerk,0.3123543123543124,0.3275058275058275
scientist,0.3342074592074592,0.3336247086247086
server,0.3289627039627039,0.3537296037296037
taxi driver,0.3511072261072261,0.3744172494172494
truck driver,0.3787878787878788,0.400058275058275
