,highSES,lowSES
bartender,-0.013111888111888112,0.06381118881118882
cashier,0.018648018648018648,0.027389277389277388
chemical engineer,0.19114219114219114,-0.14015151515151514
chemist,0.20046620046620048,-0.14743589743589744
construction worker,-0.007575757575757576,0.019522144522144524
dentist,0.1558857808857809,-0.10897435897435898
farm worker,-0.027389277389277388,0.060897435897435896
janitor,0.020687645687645688,0.014568764568764568
judge,0.10693473193473194,-0.05652680652680653
lawyer,0.1081002331002331,-0.06148018648018648
line cook,-0.011072261072261072,0.029137529137529136
optometrist,0.12733100233100234,-0.0780885780885781
parking attendant,0.03583916083916084,0.009615384615384616
pharmacist,0.12121212121212122,-0.06672494172494173
physician,0.16142191142191142,-0.09644522144522144
physics teacher,0.1754079254079254,-0.11655011655011654
professor,0.2100815850815851,-0.14743589743589744
psychologist,0.11917249417249418,-0.06963869463869464
receptionist,0.07022144522144522,-0.02768065268065268
sales clerk,0.05128205128205128,-0.002913752913752914
scientist,0.12121212121212122,-0.07284382284382285
server,0.047494172494172496,-0.004953379953379953
taxi driver,-0.022727272727272728,0.057692307692307696
truck driver,-0.006118881118881119,0.020104895104895104
