,highSES,lowSES
bartender,0.3735431235431235,0.39044289044289043
cashier,0.2878787878787879,0.317016317016317
chemical engineer,0.36247086247086246,0.3569347319347319
chemist,0.3511072261072261,0.3473193473193473
construction worker,0.3575174825174825,0.3758741258741259
dentist,0.3522727272727273,0.35926573426573427
farm worker,0.3484848484848485,0.377039627039627
janitor,0.3173076923076923,0.34965034965034963
judge,0.3068181818181818,0.30244755244755245
lawyer,0.32546620046620045,0.3152680652680653
line cook,0.333041958041958,0.3741258741258741
optometrist,0.34615384615384615,0.3382867132867133
parking attendant,0.2931235431235431,0.32400932400932403
pharmacist,0.31876456876456877,0.31847319347319347
physician,0.34061771561771564,0.3315850815850816
physics teacher,0.34411421911421913,0.3446969696969697
professor,0.40064102564102566,0.3921911421911422
psychologist,0.3129370629370629,0.3068181818181818
receptionist,0.2864219114219114,0.30448717948717946
sales clerk,0.2937062937062937,0.3208041958041958
scientist,0.3135198135198135,0.30186480186480186
server,0.32488344988344986,0.34644522144522144
taxi driver,0.3385780885780886,0.3677156177156177
truck driver,0.34003496503496505,0.36538461538461536
