,highSES,lowSES
bartender,0.006993006993006993,-0.002913752913752914
cashier,-0.008158508158508158,-0.016317016317016316
chemical engineer,-0.00641025641025641,0.0
chemist,0.0,-0.003205128205128205
construction worker,-0.002913752913752914,-0.005244755244755245
dentist,0.0026223776223776225,-0.00844988344988345
farm worker,-0.005827505827505828,-0.004662004662004662
janitor,-0.007867132867132868,0.004370629370629371
judge,0.014277389277389278,0.009324009324009324
lawyer,0.012237762237762238,0.004953379953379953
line cook,-0.008741258741258742,-0.011363636363636364
optometrist,0.0017482517482517483,-0.007284382284382284
parking attendant,-0.0034965034965034965,0.0002913752913752914
pharmacist,0.005827505827505828,-0.0020396270396270395
physician,0.02301864801864802,0.0002913752913752914
physics teacher,-0.005244755244755245,-0.006118881118881119
professor,0.0,0.0
psychologist,0.025932400932400932,0.013694638694638694
receptionist,-0.008158508158508158,-0.009615384615384616
sales clerk,-0.00641025641025641,-0.002331002331002331
scientist,0.007284382284382284,0.0020396270396270395
server,-0.015151515151515152,-0.017773892773892772
taxi driver,0.0002913752913752914,-0.003205128205128205
truck driver,-0.0026223776223776225,-0.007575757575757576
