,highSES,lowSES
bartender,0.03817016317016317,0.049533799533799536
cashier,0.05710955710955711,0.04428904428904429
chemical engineer,0.07022144522144522,0.007575757575757576
chemist,0.05914918414918415,0.00844988344988345
construction worker,0.03875291375291375,0.01893939393939394
dentist,0.0673076923076923,0.016317016317016316
farm worker,0.016025641025641024,0.021853146853146852
janitor,0.045745920745920744,0.03671328671328671
judge,0.05856643356643357,0.03671328671328671
lawyer,0.057983682983682984,0.03350815850815851
line cook,0.045454545454545456,0.040501165501165504
optometrist,0.07226107226107226,0.009032634032634032
parking attendant,0.053613053613053616,0.02564102564102564
pharmacist,0.09353146853146853,0.00844988344988345
physician,0.08566433566433566,0.024184149184149184
physics teacher,0.08741258741258741,0.01486013986013986
professor,0.06905594405594405,0.011946386946386946
psychologist,0.05652680652680653,0.039335664335664336
receptionist,0.06381118881118882,0.050699300699300696
sales clerk,0.04807692307692308,0.04224941724941725
scientist,0.06585081585081586,0.020687645687645688
server,0.056818181818181816,0.029428904428904428
taxi driver,0.05303030303030303,0.02097902097902098
truck driver,0.0337995337995338,0.026223776223776224
