,highSES,lowSES
bartender,0.12208624708624709,-0.05506993006993007
cashier,0.1386946386946387,-0.05914918414918415
chemical engineer,0.1384032634032634,-0.06847319347319347
chemist,0.14335664335664336,-0.07400932400932402
construction worker,0.12237762237762238,-0.07488344988344989
dentist,0.12937062937062938,-0.07138694638694638
farm worker,0.11334498834498835,-0.057692307692307696
janitor,0.131993006993007,-0.06585081585081586
judge,0.13723776223776224,-0.07634032634032634
lawyer,0.1215034965034965,-0.06177156177156177
line cook,0.12092074592074592,-0.057692307692307696
optometrist,0.14073426573426573,-0.07400932400932402
parking attendant,0.1255827505827506,-0.04079254079254079
pharmacist,0.1486013986013986,-0.0844988344988345
physician,0.1486013986013986,-0.08216783216783216
physics teacher,0.1317016317016317,-0.055652680652680656
professor,0.13403263403263405,-0.08245920745920746
psychologist,0.1081002331002331,-0.05099067599067599
receptionist,0.15442890442890442,-0.06264568764568765
sales clerk,0.1381118881118881,-0.05710955710955711
scientist,0.1555944055944056,-0.06148018648018648
server,0.145979020979021,-0.05506993006993007
taxi driver,0.13956876456876458,-0.07080419580419581
truck driver,0.10780885780885781,-0.048659673659673656
