,highSES,lowSES
bartender,0.29924242424242425,-0.23222610722610723
cashier,0.33653846153846156,-0.256993006993007
chemical engineer,0.34527972027972026,-0.27534965034965037
chemist,0.36072261072261075,-0.2913752913752914
construction worker,0.31963869463869465,-0.27214452214452217
dentist,0.3301282051282051,-0.27214452214452217
farm worker,0.28438228438228436,-0.22872960372960374
janitor,0.3298368298368298,-0.2636946386946387
judge,0.3508158508158508,-0.2899184149184149
lawyer,0.30477855477855476,-0.24504662004662003
line cook,0.29953379953379955,-0.2363053613053613
optometrist,0.3554778554778555,-0.28875291375291373
parking attendant,0.291958041958042,-0.20716783216783216
pharmacist,0.3817016317016317,-0.3175990675990676
physician,0.3793706293706294,-0.3129370629370629
physics teacher,0.31905594405594406,-0.243006993006993
professor,0.3505244755244755,-0.29895104895104896
psychologist,0.2671911421911422,-0.2100815850815851
receptionist,0.3715034965034965,-0.27972027972027974
sales clerk,0.3333333333333333,-0.2523310023310023
scientist,0.3726689976689977,-0.27855477855477856
server,0.34702797202797203,-0.2561188811188811
taxi driver,0.34994172494172493,-0.28117715617715616
truck driver,0.26427738927738925,-0.20512820512820512
