,highSES,lowSES
bartender,0.38024475524475526,0.4256993006993007
cashier,0.34906759906759904,0.40705128205128205
chemical engineer,0.4624125874125874,0.34994172494172493
chemist,0.4784382284382284,0.34032634032634035
construction worker,0.3712121212121212,0.4519230769230769
dentist,0.44988344988344986,0.36334498834498835
farm worker,0.3569347319347319,0.4347319347319347
janitor,0.33945221445221446,0.4160839160839161
judge,0.4460955710955711,0.36247086247086246
lawyer,0.4256993006993007,0.34324009324009325
line cook,0.3738344988344988,0.4388111888111888
optometrist,0.4425990675990676,0.34615384615384615
parking attendant,0.3551864801864802,0.38927738927738925
pharmacist,0.4417249417249417,0.3758741258741259
physician,0.4557109557109557,0.3613053613053613
physics teacher,0.43065268065268064,0.34294871794871795
professor,0.4568764568764569,0.3516899766899767
psychologist,0.4023892773892774,0.3685897435897436
receptionist,0.38461538461538464,0.3784965034965035
sales clerk,0.37995337995337997,0.391025641025641
scientist,0.4522144522144522,0.31847319347319347
server,0.3790792540792541,0.38548951048951047
taxi driver,0.3924825174825175,0.40588578088578087
truck driver,0.36538461538461536,0.4391025641025641
