,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig
professor,-0.0001374585649325,-0.0131043831902395,-0.0064102564102564,0.0069930069930069,0.6439393939393939,0.9895104895104896,-0.0055361305361305,0.0008741258741258,0.0064102564102563,0.004953379953379901,0.0,0.0002913752913752,0.0002913752913752,0.0002913752913752
psychologist,-3.532244787635272e-05,-0.011020603737422,-0.0008741258741258,-0.0396270396270396,0.6078088578088578,0.9967948717948718,-0.0002913752913752,0.0005827505827505,0.0008741258741257,0.009906759906759901,0.0002913752913752,0.0,0.0002913752913752,0.0002913752913752
scientist,-0.0001276842932109,-0.0141358869129046,-0.0072843822843822,0.0040792540792541,0.638986013986014,0.990967365967366,-0.0067016317016317,0.0005827505827505,0.0072843822843822,0.0034965034965034002,0.0,0.0,0.0,0.0
bartender,-0.0001106238394373,-0.011864406779661,-0.004079254079254,0.0582750582750583,0.6870629370629371,0.9906759906759908,-0.0037878787878787,0.0002913752913752,0.0040792540792538995,0.006118881118881101,-0.0002913752913752,0.0002913752913752,0.0005827505827504,0.0005827505827504
cashier,-0.0001213570392765,-0.0101584721657862,-0.0072843822843822,0.0821678321678321,0.7170745920745921,0.9880536130536132,-0.0072843822843822,0.0,0.0072843822843822,0.0023310023310024004,0.0,0.0,0.0,0.0
construction worker,-2.166359043682465e-05,-0.0020652622883106,-0.0064102564102564,0.0763403263403263,0.7054195804195804,0.9895104895104896,-0.0064102564102564,0.0,0.0064102564102564,0.0032051282051282007,0.0,0.0,0.0,0.0
farm worker,-0.0001092957605735,-0.0107172300082439,-0.004079254079254,0.0623543123543124,0.7065850815850816,0.9898018648018648,-0.0043706293706293,-0.0002913752913752,0.0046620046620045,0.0055361305361305005,0.0,-0.0002913752913752,0.0002913752913752,0.0002913752913752
janitor,-7.966171759275244e-05,-0.0073891625615764,-0.0067016317016317,0.0833333333333333,0.7094988344988346,0.9892191142191142,-0.0072843822843822,-0.0005827505827505,0.0078671328671327,0.0029137529137529005,0.0002913752913752,0.0,0.0002913752913752,0.0002913752913752
line cook,-7.219591082361055e-05,-0.0063532401524777,-0.0072843822843822,0.0477855477855477,0.6876456876456877,0.9886363636363636,-0.0072843822843822,0.0,0.0072843822843822,0.0023310023310024004,0.0,-0.0002913752913752,0.0002913752913752,0.0002913752913752
parking attendant,3.5619266388497685e-05,0.0029106029106029,-0.0034965034965034,0.0571095571095571,0.6998834498834499,0.9877622377622378,-0.004079254079254,-0.0005827505827505,0.0046620046620045,0.0061188811188811,0.0,-0.0008741258741258,0.0008741258741258,0.0008741258741258
receptionist,-6.838648917441901e-05,-0.0058675607711651,-0.0081585081585081,0.0489510489510489,0.6952214452214452,0.9883449883449884,-0.0084498834498834,-0.0002913752913752,0.0087412587412586,0.0014568764568764006,0.0,0.0,0.0,0.0
sales clerk,-5.133470225872724e-05,-0.004517453798768,-0.0067016317016317,0.0652680652680652,0.7092074592074592,0.9886363636363636,-0.0064102564102564,0.0002913752913752,0.0067016317016316,0.0034965034965034007,0.0,-0.0002913752913752,0.0002913752913752,0.0002913752913752
server,-3.512373356185948e-05,-0.0028033640368442,-0.0084498834498834,0.1031468531468531,0.7275641025641025,0.9874708624708624,-0.0084498834498834,0.0,0.0084498834498834,0.0011655011655012006,0.0,0.0,0.0,0.0
taxi driver,-3.0516053564981576e-05,-0.0028305701577031,-0.0072843822843822,0.0949883449883449,0.7205710955710956,0.9892191142191142,-0.0069930069930069,0.0002913752913752,0.0072843822843821,0.0029137529137529,0.0,0.0,0.0,0.0
truck driver,-0.0001095359710363,-0.0098928276999175,-0.0058275058275058,0.0798368298368298,0.7065850815850816,0.9889277389277388,-0.0061188811188811,-0.0002913752913752,0.0064102564102563,0.0037878787878787004,-0.0002913752913752,0.0,0.0002913752913752,0.0002913752913752
