,highSES,lowSES
bartender,0.09557109557109557,0.09935897435897435
cashier,0.09527972027972027,0.10402097902097902
chemical engineer,0.12354312354312354,0.10198135198135198
chemist,0.11217948717948718,0.09498834498834499
construction worker,0.13053613053613053,0.1754079254079254
dentist,0.12121212121212122,0.0946969696969697
farm worker,0.11625874125874126,0.16171328671328672
janitor,0.10635198135198135,0.13315850815850816
judge,0.14073426573426573,0.12325174825174826
lawyer,0.1357808857808858,0.11072261072261072
line cook,0.1258741258741259,0.15297202797202797
optometrist,0.13228438228438227,0.10547785547785547
parking attendant,0.09265734265734266,0.09615384615384616
pharmacist,0.11684149184149184,0.09994172494172494
physician,0.15151515151515152,0.12121212121212122
physics teacher,0.12937062937062938,0.10839160839160839
professor,0.1354895104895105,0.11013986013986014
psychologist,0.1649184149184149,0.1418997668997669
receptionist,0.10198135198135198,0.09906759906759907
sales clerk,0.10139860139860139,0.10576923076923077
scientist,0.14306526806526806,0.1148018648018648
server,0.11655011655011654,0.11072261072261072
taxi driver,0.1215034965034965,0.13723776223776224
truck driver,0.17249417249417248,0.219988344988345
