,highSES,lowSES
bartender,0.2996309246309246,-0.22659285159285156
cashier,0.30866355866355866,-0.22571872571872573
chemical engineer,0.33576146076146074,-0.25922688422688417
chemist,0.34081196581196577,-0.2649572649572649
construction worker,0.297105672105672,-0.25592463092463086
dentist,0.34518259518259514,-0.27661227661227655
farm worker,0.27923465423465416,-0.22746697746697742
janitor,0.2972027972027972,-0.2377622377622378
judge,0.31021756021756025,-0.23144910644910643
lawyer,0.28739316239316237,-0.21872571872571867
line cook,0.2892385392385392,-0.23348873348873347
optometrist,0.32643745143745145,-0.2487373737373737
parking attendant,0.26554001554001555,-0.18346930846930842
pharmacist,0.34013209013209006,-0.25777000777000775
physician,0.3480963480963481,-0.25738150738150734
physics teacher,0.3158508158508158,-0.23164335664335658
professor,0.3230380730380731,-0.2547591297591297
psychologist,0.24232711732711731,-0.1714257964257964
receptionist,0.33168220668220666,-0.2382478632478632
sales clerk,0.3208041958041958,-0.2331002331002331
scientist,0.3363442113442113,-0.2461149961149961
server,0.3181818181818181,-0.23135198135198132
taxi driver,0.3182789432789432,-0.2519425019425019
truck driver,0.2844794094794095,-0.22571872571872573
