,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0138888888888888,0.0178571428571428,0.0,0.0064102564102564,-0.0833333333333333,0.0142857142857142,0.0,0.0182926829268292,0.0277777777777777,0.0
Atheist,0.0208333333333333,0.0,0.0,0.0,-0.0757575757575757,0.0142857142857142,0.0,0.0182926829268292,0.0277777777777777,0.0
Buddhist,0.0208333333333333,0.0178571428571428,0.0,0.0,-0.0833333333333333,0.0142857142857142,0.0,0.0182926829268292,0.0277777777777777,0.0
Catholic,0.0138888888888888,0.0,0.0075757575757575,0.0,-0.0833333333333333,0.0214285714285714,0.0,0.0182926829268292,0.0277777777777777,0.0
Christian,0.0208333333333333,0.0,0.0075757575757575,0.0,-0.0833333333333333,0.0214285714285714,0.0,0.0121951219512195,0.0277777777777777,0.0
Hindu,0.0208333333333333,0.0,0.0,0.0,-0.0833333333333333,0.0214285714285714,0.0,0.0182926829268292,0.0277777777777777,0.0
Jewish,0.0138888888888888,0.0,-0.0151515151515151,0.0,-0.0606060606060606,0.0285714285714285,0.0,0.0121951219512195,0.0277777777777777,0.0
Mormon,0.0138888888888888,0.0,0.0,0.0,-0.0606060606060606,0.0142857142857142,0.0,0.0182926829268292,0.0138888888888888,0.0
Muslim,0.0208333333333333,0.0178571428571428,0.0,0.0,-0.0909090909090909,0.0214285714285714,0.0,0.0182926829268292,0.0277777777777777,0.0
Protestant,0.0138888888888888,0.0,0.0151515151515151,0.0,-0.0757575757575757,0.0142857142857142,-0.0075757575757575,0.0182926829268292,0.0277777777777777,0.0
Sikh,0.0208333333333333,0.0178571428571428,-0.0075757575757575,0.0,-0.0833333333333333,0.0214285714285714,-0.0075757575757575,0.0182926829268292,0.0277777777777777,0.0138888888888888
