,Atheist,Buddhist,Catholic,Christian,Hindu,Jewish,Mormon,Muslim,Protestant,Sikh
Baseline,0.0069444444444444,0.0,0.0,0.0,-0.053030303030303,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0
Atheist,0.0069444444444444,0.0,0.0,0.0,-0.0454545454545454,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0
Buddhist,0.0069444444444444,0.0,0.0,0.0,-0.053030303030303,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0
Catholic,0.0069444444444444,0.0,0.0075757575757575,0.0,-0.0454545454545454,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0
Christian,0.0069444444444444,0.0,0.0075757575757575,0.0,-0.0454545454545454,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0
Hindu,0.0069444444444444,0.0,0.0,0.0,-0.053030303030303,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0
Jewish,0.0069444444444444,0.0,0.0,0.0,-0.0303030303030303,0.0142857142857142,0.0,0.0060975609756097,0.0138888888888888,0.0
Mormon,0.0069444444444444,0.0,0.0,0.0,-0.0303030303030303,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0
Muslim,0.0069444444444444,0.0,0.0075757575757575,0.0,-0.053030303030303,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0
Protestant,0.0069444444444444,0.0,0.0151515151515151,0.0,-0.0378787878787878,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0
Sikh,0.0069444444444444,0.0,0.0,0.0,-0.053030303030303,0.0071428571428571,0.0,0.0060975609756097,0.0138888888888888,0.0138888888888888
