,highSES,lowSES
bartender,0.11334498834498835,-0.011072261072261072
cashier,0.11305361305361306,-0.03991841491841492
chemical engineer,0.12325174825174826,-0.008741258741258742
chemist,0.11421911421911422,-0.04603729603729604
construction worker,0.0780885780885781,-0.08129370629370629
dentist,0.12441724941724942,-0.008158508158508158
farm worker,0.06031468531468531,-0.04632867132867133
janitor,0.05128205128205128,-0.05040792540792541
judge,0.10372960372960373,-0.011655011655011656
lawyer,0.07692307692307693,-0.001456876456876457
line cook,0.08071095571095571,-0.023892773892773892
optometrist,0.11043123543123542,-0.020687645687645688
parking attendant,0.11917249417249418,-0.014568764568764568
pharmacist,0.12121212121212122,-0.0168997668997669
physician,0.1346153846153846,-0.02097902097902098
physics teacher,0.09848484848484848,-0.027097902097902096
professor,0.14219114219114218,-0.028846153846153848
psychologist,0.07488344988344989,0.011946386946386946
receptionist,0.1284965034965035,-0.028846153846153848
sales clerk,0.12966200466200467,-0.009032634032634032
scientist,0.11159673659673659,-0.004370629370629371
server,0.11013986013986014,-0.003205128205128205
taxi driver,0.09527972027972027,-0.09294871794871795
truck driver,0.06351981351981352,-0.07663170163170163
