,highSES,lowSES
bartender,0.021853146853146852,-0.021853146853146852
cashier,0.015442890442890442,-0.015442890442890442
chemical engineer,0.0236013986013986,-0.0236013986013986
chemist,0.019230769230769232,-0.019230769230769232
construction worker,0.016608391608391608,-0.016608391608391608
dentist,0.021853146853146852,-0.021853146853146852
farm worker,0.011946386946386946,-0.011946386946386946
janitor,0.01078088578088578,-0.01078088578088578
judge,0.020104895104895104,-0.020104895104895104
lawyer,0.011655011655011656,-0.011655011655011656
line cook,0.018065268065268064,-0.018065268065268064
optometrist,0.014568764568764568,-0.014568764568764568
parking attendant,0.025349650349650348,-0.025349650349650348
pharmacist,0.021270396270396272,-0.021270396270396272
physician,0.025349650349650348,-0.025349650349650348
physics teacher,0.015734265734265736,-0.015734265734265736
professor,0.019230769230769232,-0.019230769230769232
psychologist,0.0168997668997669,-0.0168997668997669
receptionist,0.011072261072261072,-0.011072261072261072
sales clerk,0.018648018648018648,-0.018648018648018648
scientist,0.018065268065268064,-0.018065268065268064
server,0.018065268065268064,-0.018065268065268064
taxi driver,0.019230769230769232,-0.019230769230769232
truck driver,0.014568764568764568,-0.014568764568764568
